Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-08-16 14:18:50.270000,4190.32258065,0,4130.96774194,0,4184.51612903,0,4172.58064516,0,4164.19354839,0,4163.22580645,0,4151.93548387,0,4149.03225806,0,4191.93548387,0,4191.61290323,0,4242.90322581,0,4163.22580645,0,4190.64516129,0,4178.06451613,0,0,0,?
2018-08-16 14:18:50.275000,4157.09677419,0,4175.48387097,0,4135.16129032,0,4099.03225806,0,4130.32258065,0,4170.96774194,0,4164.51612903,0,4178.06451613,0,4160.64516129,0,4171.61290323,0,4210.0,0,4166.12903226,0,4137.09677419,0,4150.0,0,0,0,?
2018-08-16 14:18:50.284000,4174.83870968,0,4137.74193548,0,4191.61290323,0,4139.03225806,0,4173.22580645,0,4169.35483871,0,4167.74193548,0,4144.83870968,0,4168.06451613,0,4178.70967742,0,4204.19354839,0,4139.03225806,0,4148.38709677,0,4167.74193548,0,0,0,?
2018-08-16 14:18:50.291000,4189.03225806,0,4140.64516129,0,4193.22580645,0,4194.19354839,0,4205.16129032,0,4173.22580645,0,4172.58064516,0,4139.35483871,0,4163.22580645,0,4162.25806452,0,4189.67741935,0,4129.03225806,0,4165.48387097,0,4174.19354839,0,0,0,?
2018-08-16 14:18:50.301000,4134.83870968,0,4169.67741935,0,4135.80645161,0,4147.74193548,0,4161.93548387,0,4170.0,0,4177.74193548,0,4140.96774194,0,4143.22580645,0,4140.96774194,0,4177.74193548,0,4171.29032258,0,4157.41935484,0,4171.29032258,0,0,0,?
2018-08-16 14:18:50.308000,4188.70967742,0,4174.19354839,0,4172.25806452,0,4198.70967742,0,4182.90322581,0,4163.5483871,0,4145.16129032,0,4141.29032258,0,4178.70967742,0,4168.38709677,0,4206.77419355,0,4130.64516129,0,4181.29032258,0,4169.03225806,0,0,0,?
2018-08-16 14:18:50.317000,4150.96774194,0,4136.77419355,0,4152.25806452,0,4122.25806452,0,4150.0,0,4172.90322581,0,4148.38709677,0,4175.48387097,0,4140.0,0,4172.58064516,0,4161.29032258,0,4174.83870968,0,4134.83870968,0,4168.70967742,0,0,0,?
2018-08-16 14:18:50.323000,4157.09677419,0,4179.03225806,0,4144.19354839,0,4116.77419355,0,4168.70967742,0,4170.32258065,0,4141.29032258,0,4144.83870968,0,4178.06451613,0,4168.06451613,0,4203.22580645,0,4132.25806452,0,4129.03225806,0,4170.96774194,0,0,0,?
2018-08-16 14:18:50.332000,4198.06451613,0,4130.32258065,0,4168.70967742,0,4156.4516129,0,4164.19354839,0,4166.12903226,0,4151.93548387,0,4140.0,0,4203.22580645,0,4196.4516129,0,4176.77419355,0,4177.74193548,0,4164.19354839,0,4209.67741935,0,0,0,?
2018-08-16 14:18:50.339000,4155.48387097,0,4138.70967742,0,4151.29032258,0,4176.77419355,0,4147.09677419,0,4163.87096774,0,4165.80645161,0,4139.35483871,0,4167.09677419,0,4152.58064516,0,4184.83870968,0,4176.12903226,0,4170.96774194,0,4177.09677419,0,0,0,?
2018-08-16 14:18:50.348000,4178.38709677,0,4138.06451613,0,4170.96774194,0,4173.5483871,0,4181.93548387,0,4160.32258065,0,4164.83870968,0,4142.58064516,0,4158.38709677,0,4204.51612903,0,4235.80645161,0,4134.51612903,0,4163.87096774,0,4197.74193548,0,0,0,?
2018-08-16 14:18:50.355000,4138.38709677,0,4141.29032258,0,4178.70967742,0,4167.74193548,0,4129.03225806,0,4166.12903226,0,4132.90322581,0,4178.70967742,0,4132.90322581,0,4156.77419355,0,4166.12903226,0,4171.29032258,0,4150.64516129,0,4136.77419355,0,0,0,?
2018-08-16 14:18:50.363000,4154.51612903,0,4140.0,0,4140.64516129,0,4137.74193548,0,4160.32258065,0,4167.74193548,0,4148.06451613,0,4146.77419355,0,4185.48387097,0,4182.58064516,0,4170.96774194,0,4131.29032258,0,4153.5483871,0,4161.93548387,0,0,0,?
2018-08-16 14:18:50.371000,4200.32258065,0,4139.03225806,0,4195.16129032,0,4180.64516129,0,4210.64516129,0,4168.38709677,0,4157.41935484,0,4141.61290323,0,4206.4516129,0,4199.67741935,0,4192.25806452,0,4135.80645161,0,4172.90322581,0,4177.74193548,0,0,0,?
2018-08-16 14:18:50.378000,4130.32258065,0,4147.41935484,0,4147.41935484,0,4141.61290323,0,4152.58064516,0,4166.4516129,0,4170.32258065,0,4139.67741935,0,4168.70967742,0,4174.51612903,0,4174.83870968,0,4176.4516129,0,4162.58064516,0,4155.80645161,0,0,0,?
2018-08-16 14:18:50.389000,4165.16129032,0,4143.22580645,0,4168.06451613,0,4144.83870968,0,4206.77419355,0,4166.4516129,0,4156.12903226,0,4145.48387097,0,4219.03225806,0,4162.58064516,0,4161.61290323,0,4177.74193548,0,4157.09677419,0,4181.29032258,0,0,0,?
2018-08-16 14:18:50.395000,4163.22580645,0,4131.29032258,0,4153.5483871,0,4133.22580645,0,4156.77419355,0,4173.87096774,0,4139.35483871,0,4130.64516129,0,4205.48387097,0,4140.0,0,4131.61290323,0,4166.77419355,0,4139.67741935,0,4170.0,0,0,0,?
2018-08-16 14:18:50.402000,4176.77419355,0,4179.03225806,0,4154.83870968,0,4176.77419355,0,4145.16129032,0,4166.4516129,0,4168.06451613,0,4152.25806452,0,4194.51612903,0,4199.35483871,0,4187.74193548,0,4173.87096774,0,4147.41935484,0,4188.06451613,0,0,0,?
2018-08-16 14:18:50.410000,4166.12903226,0,4136.4516129,0,4202.58064516,0,4173.87096774,0,4183.87096774,0,4170.64516129,0,4155.48387097,0,4144.51612903,0,4164.83870968,0,4185.16129032,0,4190.32258065,0,4129.67741935,0,4195.16129032,0,4184.19354839,0,0,0,?
2018-08-16 14:18:50.419000,4158.38709677,0,4135.48387097,0,4160.96774194,0,4140.0,0,4137.74193548,0,4130.96774194,0,4135.48387097,0,4130.0,0,4143.87096774,0,4158.70967742,0,4179.03225806,0,4130.0,0,4128.70967742,0,4173.87096774,0,0,0,?
2018-08-16 14:18:50.427000,4158.06451613,0,4137.09677419,0,4141.61290323,0,4158.70967742,0,4186.12903226,0,4174.83870968,0,4176.12903226,0,4145.16129032,0,4134.83870968,0,4176.4516129,0,4189.35483871,0,4132.58064516,0,4137.09677419,0,4173.22580645,0,0,0,?
2018-08-16 14:18:50.434000,4173.22580645,0,4140.32258065,0,4171.29032258,0,4143.22580645,0,4152.90322581,0,4176.12903226,0,4163.22580645,0,4136.77419355,0,4160.32258065,0,4176.12903226,0,4177.09677419,0,4164.19354839,0,4124.83870968,0,4129.35483871,0,0,0,?
2018-08-16 14:18:50.441000,4136.77419355,0,4129.03225806,0,4150.96774194,0,4166.77419355,0,4155.80645161,0,4179.03225806,0,4168.38709677,0,4146.12903226,0,4163.5483871,0,4176.12903226,0,4174.83870968,0,4173.22580645,0,4115.48387097,0,4153.22580645,0,0,0,?
2018-08-16 14:18:50.450000,4175.16129032,0,4130.96774194,0,4171.93548387,0,4190.32258065,0,4187.74193548,0,4129.03225806,0,4178.38709677,0,4140.32258065,0,4186.77419355,0,4189.35483871,0,4186.77419355,0,4133.87096774,0,4166.12903226,0,4162.58064516,0,0,0,?
2018-08-16 14:18:50.459000,4150.32258065,0,4139.03225806,0,4139.67741935,0,4179.03225806,0,4158.06451613,0,4170.0,0,4144.83870968,0,4131.61290323,0,4133.5483871,0,4178.38709677,0,4168.70967742,0,4171.61290323,0,4097.09677419,0,4131.29032258,0,0,0,?
2018-08-16 14:18:50.469000,4177.74193548,0,4133.22580645,0,4161.61290323,0,4206.4516129,0,4192.25806452,0,4161.29032258,0,4158.70967742,0,4146.4516129,0,4161.29032258,0,4173.5483871,0,4203.5483871,0,4129.35483871,0,4159.03225806,0,4187.09677419,0,0,0,?
2018-08-16 14:18:50.474000,4141.93548387,0,4133.22580645,0,4140.0,0,4132.58064516,0,4174.51612903,0,4176.12903226,0,4149.35483871,0,4134.19354839,0,4159.67741935,0,4164.83870968,0,4148.38709677,0,4176.77419355,0,4171.29032258,0,4134.19354839,0,0,0,?
2018-08-16 14:18:50.483000,4149.35483871,0,4139.03225806,0,4135.48387097,0,4130.32258065,0,4158.70967742,0,4175.80645161,0,4152.58064516,0,4145.80645161,0,4124.19354839,0,4129.67741935,0,4136.4516129,0,4178.70967742,0,4146.4516129,0,4145.80645161,0,0,0,?
2018-08-16 14:18:50.490000,4168.06451613,0,4136.4516129,0,4174.19354839,0,4145.16129032,0,4177.09677419,0,4170.0,0,4169.35483871,0,4146.12903226,0,4131.93548387,0,4196.12903226,0,4166.4516129,0,4133.87096774,0,4177.74193548,0,4161.93548387,0,0,0,?
2018-08-16 14:18:50.498000,4166.12903226,0,4133.5483871,0,4138.38709677,0,4144.19354839,0,4129.35483871,0,4174.19354839,0,4143.22580645,0,4131.93548387,0,4160.64516129,0,4164.51612903,0,4174.51612903,0,4129.03225806,0,4133.22580645,0,4141.61290323,0,0,0,?
2018-08-16 14:18:50.505000,4162.25806452,0,4135.80645161,0,4143.22580645,0,4173.87096774,0,4160.64516129,0,4172.25806452,0,4168.70967742,0,4137.41935484,0,4137.41935484,0,4178.38709677,0,4181.61290323,0,4140.96774194,0,4173.22580645,0,4139.67741935,0,0,0,?
2018-08-16 14:18:50.512000,4169.35483871,0,4142.90322581,0,4151.29032258,0,4159.03225806,0,4160.32258065,0,4171.61290323,0,4172.58064516,0,4178.70967742,0,4146.77419355,0,4145.16129032,0,4162.90322581,0,4138.06451613,0,4157.41935484,0,4157.74193548,0,0,0,?
2018-08-16 14:18:50.521000,4170.96774194,0,4141.93548387,0,4147.09677419,0,4132.90322581,0,4137.41935484,0,4168.06451613,0,4166.77419355,0,4143.87096774,0,4178.06451613,0,4175.80645161,0,4160.96774194,0,4135.80645161,0,4150.32258065,0,4172.58064516,0,0,0,?
2018-08-16 14:18:50.529000,4166.77419355,0,4137.09677419,0,4182.58064516,0,4191.29032258,0,4206.4516129,0,4171.61290323,0,4135.48387097,0,4143.87096774,0,4205.48387097,0,4188.70967742,0,4181.93548387,0,4130.96774194,0,4150.0,0,4205.48387097,0,0,0,?
2018-08-16 14:18:50.536000,4163.87096774,0,4140.0,0,4147.74193548,0,4131.93548387,0,4169.35483871,0,4130.0,0,4147.09677419,0,4129.67741935,0,4138.38709677,0,4117.41935484,0,4153.5483871,0,4171.93548387,0,4119.35483871,0,4120.0,0,0,0,?
2018-08-16 14:18:50.544000,4163.5483871,0,4140.96774194,0,4149.67741935,0,4129.03225806,0,4157.09677419,0,4174.51612903,0,4150.64516129,0,4147.09677419,0,4153.22580645,0,4135.80645161,0,4161.29032258,0,4143.22580645,0,4130.0,0,4168.38709677,0,0,0,?
2018-08-16 14:18:50.553000,4155.80645161,0,4147.74193548,0,4137.74193548,0,4135.80645161,0,4149.35483871,0,4129.03225806,0,4147.09677419,0,4136.4516129,0,4145.48387097,0,4140.96774194,0,4186.12903226,0,4141.29032258,0,4153.5483871,0,4174.19354839,0,0,0,?
2018-08-16 14:18:50.560000,4174.51612903,0,4149.67741935,0,4138.06451613,0,4140.64516129,0,4115.48387097,0,4178.06451613,0,4138.06451613,0,4143.5483871,0,4131.29032258,0,4147.09677419,0,4161.93548387,0,4130.32258065,0,4131.93548387,0,4150.32258065,0,0,0,?
2018-08-16 14:18:50.569000,4204.83870968,0,4144.83870968,0,4146.4516129,0,4162.90322581,0,4180.64516129,0,4168.70967742,0,4180.96774194,0,4147.41935484,0,4196.77419355,0,4182.90322581,0,4191.29032258,0,4134.83870968,0,4161.29032258,0,4160.96774194,0,0,0,?
2018-08-16 14:18:50.574000,4135.80645161,0,4145.48387097,0,4152.90322581,0,4145.80645161,0,4157.74193548,0,4173.5483871,0,4168.06451613,0,4133.22580645,0,4148.06451613,0,4149.67741935,0,4149.67741935,0,4179.03225806,0,4119.67741935,0,4117.74193548,0,0,0,?
2018-08-16 14:18:50.585000,4180.32258065,0,4140.96774194,0,4155.80645161,0,4177.41935484,0,4160.64516129,0,4174.19354839,0,4172.90322581,0,4153.87096774,0,4114.51612903,0,4145.80645161,0,4200.32258065,0,4133.22580645,0,4173.22580645,0,4177.74193548,0,0,0,?
2018-08-16 14:18:50.590000,4202.25806452,0,4144.51612903,0,4175.80645161,0,4166.12903226,0,4158.06451613,0,4177.74193548,0,4170.96774194,0,4143.5483871,0,4155.48387097,0,4168.06451613,0,4180.32258065,0,4133.87096774,0,4146.4516129,0,4167.41935484,0,0,0,?
2018-08-16 14:18:50.600000,4163.5483871,0,4149.35483871,0,4145.48387097,0,4150.32258065,0,4171.29032258,0,4175.80645161,0,4148.70967742,0,4137.09677419,0,4135.48387097,0,4129.35483871,0,4188.38709677,0,4134.83870968,0,4135.48387097,0,4130.96774194,0,0,0,?
2018-08-16 14:18:50.608000,4161.61290323,0,4146.77419355,0,4191.93548387,0,4180.0,0,4171.29032258,0,4170.64516129,0,4136.12903226,0,4145.48387097,0,4174.19354839,0,4192.90322581,0,4188.06451613,0,4133.5483871,0,4143.5483871,0,4170.96774194,0,0,0,?
2018-08-16 14:18:50.616000,4171.29032258,0,4146.4516129,0,4170.32258065,0,4159.03225806,0,4133.22580645,0,4166.12903226,0,4153.87096774,0,4136.12903226,0,4108.06451613,0,4140.32258065,0,4130.64516129,0,4172.90322581,0,4111.61290323,0,4128.06451613,0,0,0,?
2018-08-16 14:18:50.623000,4156.12903226,0,4140.96774194,0,4153.5483871,0,4195.80645161,0,4159.03225806,0,4154.83870968,0,4142.25806452,0,4144.19354839,0,4152.90322581,0,4148.06451613,0,4185.48387097,0,4134.51612903,0,4161.93548387,0,4131.29032258,0,0,0,?
2018-08-16 14:18:50.630000,4178.38709677,0,4143.22580645,0,4157.41935484,0,4166.12903226,0,4155.16129032,0,4164.51612903,0,4171.29032258,0,4131.29032258,0,4184.19354839,0,4190.64516129,0,4165.80645161,0,4130.96774194,0,4176.4516129,0,4152.25806452,0,0,0,?
2018-08-16 14:18:50.638000,4135.80645161,0,4149.03225806,0,4158.38709677,0,4178.06451613,0,4151.93548387,0,4170.0,0,4166.77419355,0,4141.61290323,0,4138.06451613,0,4177.41935484,0,4150.0,0,4130.32258065,0,4106.12903226,0,4142.25806452,0,0,0,?
2018-08-16 14:18:50.648000,4166.77419355,0,4145.16129032,0,4184.51612903,0,4177.09677419,0,4184.51612903,0,4166.12903226,0,4190.64516129,0,4150.64516129,0,4175.16129032,0,4196.12903226,0,4183.87096774,0,4142.58064516,0,4156.12903226,0,4170.0,0,0,0,?
2018-08-16 14:18:50.655000,4153.87096774,0,4140.96774194,0,4141.29032258,0,4157.41935484,0,4143.87096774,0,4172.90322581,0,4178.06451613,0,4129.03225806,0,4158.06451613,0,4170.64516129,0,4165.48387097,0,4130.64516129,0,4150.96774194,0,4154.19354839,0,0,0,?
2018-08-16 14:18:50.662000,4188.38709677,0,4143.5483871,0,4169.03225806,0,4148.38709677,0,4141.93548387,0,4168.70967742,0,4158.38709677,0,4149.67741935,0,4173.22580645,0,4187.41935484,0,4177.41935484,0,4138.70967742,0,4150.0,0,4148.38709677,0,0,0,?
2018-08-16 14:18:50.669000,4171.61290323,0,4152.58064516,0,4194.83870968,0,4191.29032258,0,4203.22580645,0,4170.96774194,0,4176.4516129,0,4147.41935484,0,4202.58064516,0,4189.67741935,0,4228.06451613,0,4140.96774194,0,4197.41935484,0,4190.32258065,0,0,0,?
2018-08-16 14:18:50.678000,4145.80645161,0,4145.48387097,0,4136.12903226,0,4134.51612903,0,4142.58064516,0,4177.74193548,0,4165.80645161,0,4131.93548387,0,4136.4516129,0,4173.5483871,0,4165.16129032,0,4132.25806452,0,4145.48387097,0,4156.77419355,0,0,0,?
2018-08-16 14:18:50.686000,4210.64516129,0,4135.48387097,0,4191.61290323,0,4208.38709677,0,4208.38709677,0,4169.67741935,0,4138.38709677,0,4139.67741935,0,4178.06451613,0,4180.96774194,0,4180.32258065,0,4139.35483871,0,4161.29032258,0,4173.5483871,0,0,0,?
2018-08-16 14:18:50.694000,4163.5483871,0,4146.77419355,0,4149.67741935,0,4165.16129032,0,4134.19354839,0,4164.19354839,0,4167.09677419,0,4134.51612903,0,4149.67741935,0,4141.93548387,0,4196.4516129,0,4132.58064516,0,4162.25806452,0,4130.32258065,0,0,0,?
2018-08-16 14:18:50.703000,4180.64516129,0,4148.06451613,0,4161.93548387,0,4207.09677419,0,4174.51612903,0,4161.61290323,0,4145.48387097,0,4146.4516129,0,4185.80645161,0,4172.58064516,0,4170.96774194,0,4138.38709677,0,4134.19354839,0,4147.74193548,0,0,0,?
2018-08-16 14:18:50.709000,4192.90322581,0,4141.29032258,0,4180.32258065,0,4201.93548387,0,4203.5483871,0,4170.32258065,0,4156.77419355,0,4137.41935484,0,4201.93548387,0,4197.41935484,0,4185.16129032,0,4135.80645161,0,4160.32258065,0,4165.80645161,0,0,0,?
2018-08-16 14:18:50.717000,4161.29032258,0,4144.19354839,0,4130.0,0,4119.35483871,0,4132.25806452,0,4177.41935484,0,4162.58064516,0,4132.90322581,0,4140.0,0,4160.32258065,0,4140.32258065,0,4178.06451613,0,4110.64516129,0,4141.93548387,0,0,0,?
2018-08-16 14:18:50.725000,4208.38709677,0,4145.48387097,0,4206.77419355,0,4182.90322581,0,4168.70967742,0,4169.35483871,0,4172.90322581,0,4146.77419355,0,4145.80645161,0,4162.58064516,0,4195.80645161,0,4136.4516129,0,4169.67741935,0,4192.90322581,0,0,0,?
2018-08-16 14:18:50.733000,4178.70967742,0,4146.4516129,0,4167.74193548,0,4200.0,0,4178.38709677,0,4173.87096774,0,4159.35483871,0,4139.35483871,0,4130.96774194,0,4171.61290323,0,4210.96774194,0,4178.38709677,0,4153.22580645,0,4157.41935484,0,0,0,?
2018-08-16 14:18:50.741000,4173.87096774,0,4150.64516129,0,4175.48387097,0,4179.03225806,0,4159.67741935,0,4176.4516129,0,4154.83870968,0,4155.48387097,0,4185.16129032,0,4178.06451613,0,4162.25806452,0,4135.80645161,0,4150.0,0,4159.03225806,0,0,0,?
2018-08-16 14:18:50.750000,4172.90322581,0,4155.48387097,0,4164.83870968,0,4205.80645161,0,4167.74193548,0,4175.16129032,0,4165.48387097,0,4145.48387097,0,4198.38709677,0,4174.51612903,0,4211.61290323,0,4139.67741935,0,4192.25806452,0,4210.0,0,0,0,?
2018-08-16 14:18:50.757000,4145.48387097,0,4150.0,0,4177.41935484,0,4140.64516129,0,4162.58064516,0,4178.06451613,0,4151.93548387,0,4131.93548387,0,4142.58064516,0,4146.4516129,0,4146.12903226,0,4175.80645161,0,4135.16129032,0,4169.35483871,0,0,0,?
2018-08-16 14:18:50.769000,4207.41935484,0,4146.12903226,0,4181.93548387,0,4185.80645161,0,4200.96774194,0,4175.80645161,0,4130.96774194,0,4147.74193548,0,4168.38709677,0,4169.03225806,0,4168.70967742,0,4138.06451613,0,4160.96774194,0,4188.38709677,0,0,0,?
2018-08-16 14:18:50.771000,4175.80645161,0,4150.64516129,0,4168.70967742,0,4134.51612903,0,4140.64516129,0,4178.38709677,0,4172.90322581,0,4134.83870968,0,4133.87096774,0,4151.61290323,0,4200.0,0,4134.51612903,0,4142.58064516,0,4167.09677419,0,0,0,?
2018-08-16 14:18:50.779000,4159.67741935,0,4146.12903226,0,4160.0,0,4162.25806452,0,4170.64516129,0,4169.67741935,0,4130.96774194,0,4145.16129032,0,4170.32258065,0,4132.90322581,0,4173.87096774,0,4131.29032258,0,4173.87096774,0,4156.4516129,0,0,0,?
2018-08-16 14:18:50.788000,4161.93548387,0,4143.5483871,0,4199.03225806,0,4206.12903226,0,4207.74193548,0,4167.74193548,0,4167.74193548,0,4141.61290323,0,4178.38709677,0,4210.96774194,0,4186.4516129,0,4143.87096774,0,4187.09677419,0,4206.12903226,0,0,0,?
2018-08-16 14:18:50.795000,4136.77419355,0,4145.16129032,0,4129.35483871,0,4158.06451613,0,4177.09677419,0,4176.77419355,0,4143.5483871,0,4178.70967742,0,4123.22580645,0,4153.22580645,0,4181.61290323,0,4144.51612903,0,4158.70967742,0,4132.58064516,0,0,0,?
2018-08-16 14:18:50.804000,4163.22580645,0,4143.5483871,0,4197.09677419,0,4169.35483871,0,4173.5483871,0,4170.0,0,4196.77419355,0,4148.70967742,0,4176.12903226,0,4189.35483871,0,4225.16129032,0,4146.12903226,0,4191.29032258,0,4172.90322581,0,0,0,?
2018-08-16 14:18:50.811000,4203.5483871,0,4148.38709677,0,4189.03225806,0,4147.09677419,0,4178.06451613,0,4174.51612903,0,4179.67741935,0,4140.32258065,0,4223.22580645,0,4210.0,0,4183.22580645,0,4136.77419355,0,4170.64516129,0,4197.74193548,0,0,0,?
2018-08-16 14:18:50.820000,4158.38709677,0,4150.0,0,4144.51612903,0,4172.25806452,0,4158.70967742,0,4178.70967742,0,4155.48387097,0,4141.93548387,0,4191.61290323,0,4152.90322581,0,4169.03225806,0,4137.74193548,0,4168.38709677,0,4131.29032258,0,0,0,?
2018-08-16 14:18:50.827000,4162.90322581,0,4148.70967742,0,4192.25806452,0,4196.12903226,0,4180.96774194,0,4172.58064516,0,4179.35483871,0,4140.96774194,0,4165.80645161,0,4165.48387097,0,4198.70967742,0,4141.29032258,0,4189.67741935,0,4187.41935484,0,0,0,?
2018-08-16 14:18:50.836000,4155.16129032,0,4151.29032258,0,4153.22580645,0,4173.5483871,0,4110.96774194,0,4171.61290323,0,4174.19354839,0,4135.16129032,0,4141.93548387,0,4135.80645161,0,4178.06451613,0,4134.83870968,0,4161.29032258,0,4134.51612903,0,0,0,?
2018-08-16 14:18:50.844000,4183.22580645,0,4149.35483871,0,4210.0,0,4173.22580645,0,4158.70967742,0,4173.87096774,0,4150.32258065,0,4152.58064516,0,4163.5483871,0,4203.22580645,0,4193.87096774,0,4148.38709677,0,4176.12903226,0,4168.38709677,0,0,0,?
2018-08-16 14:18:50.852000,4179.67741935,0,4150.64516129,0,4196.4516129,0,4194.51612903,0,4133.5483871,0,4129.35483871,0,4141.61290323,0,4135.80645161,0,4170.32258065,0,4184.19354839,0,4176.12903226,0,4139.67741935,0,4163.5483871,0,4208.38709677,0,0,0,?
2018-08-16 14:18:50.859000,4160.0,0,4148.70967742,0,4154.19354839,0,4159.03225806,0,4150.0,0,4173.5483871,0,4171.93548387,0,4138.70967742,0,4130.0,0,4157.74193548,0,4150.96774194,0,4132.90322581,0,4139.67741935,0,4140.0,0,0,0,?
2018-08-16 14:18:50.871000,4198.06451613,0,4144.19354839,0,4190.96774194,0,4192.58064516,0,4187.41935484,0,4173.5483871,0,4156.77419355,0,4142.58064516,0,4182.90322581,0,4180.32258065,0,4173.5483871,0,4139.35483871,0,4161.29032258,0,4186.77419355,0,0,0,?
2018-08-16 14:18:50.875000,4140.0,0,4150.96774194,0,4130.64516129,0,4169.03225806,0,4165.80645161,0,4136.4516129,0,4171.29032258,0,4129.67741935,0,4157.74193548,0,4172.58064516,0,4155.48387097,0,4134.19354839,0,4146.12903226,0,4172.58064516,0,0,0,?
2018-08-16 14:18:50.885000,4172.90322581,0,4157.41935484,0,4199.67741935,0,4174.83870968,0,4149.03225806,0,4130.64516129,0,4168.70967742,0,4149.35483871,0,4159.67741935,0,4196.12903226,0,4165.80645161,0,4148.06451613,0,4156.77419355,0,4204.51612903,0,0,0,?
2018-08-16 14:18:50.891000,4179.03225806,0,4154.19354839,0,4163.22580645,0,4187.09677419,0,4160.96774194,0,4173.22580645,0,4185.48387097,0,4138.70967742,0,4167.74193548,0,4166.4516129,0,4182.90322581,0,4146.4516129,0,4177.09677419,0,4168.70967742,0,0,0,?
2018-08-16 14:18:50.901000,4148.70967742,0,4146.77419355,0,4157.41935484,0,4180.96774194,0,4132.25806452,0,4170.64516129,0,4145.48387097,0,4137.09677419,0,4149.03225806,0,4163.22580645,0,4183.87096774,0,4141.61290323,0,4172.90322581,0,4143.87096774,0,0,0,?
2018-08-16 14:18:50.907000,4174.19354839,0,4146.77419355,0,4170.64516129,0,4212.58064516,0,4186.77419355,0,4178.38709677,0,4169.35483871,0,4145.80645161,0,4157.09677419,0,4192.90322581,0,4217.09677419,0,4152.90322581,0,4205.48387097,0,4207.41935484,0,0,0,?
2018-08-16 14:18:50.916000,4177.74193548,0,4147.09677419,0,4166.77419355,0,4190.64516129,0,4173.87096774,0,4137.41935484,0,4137.41935484,0,4134.83870968,0,4164.51612903,0,4157.41935484,0,4180.96774194,0,4145.80645161,0,4131.29032258,0,4155.48387097,0,0,0,?
2018-08-16 14:18:50.922000,4171.29032258,0,4141.29032258,0,4191.61290323,0,4174.51612903,0,4135.16129032,0,4173.5483871,0,4152.90322581,0,4147.09677419,0,4205.80645161,0,4206.12903226,0,4179.03225806,0,4144.83870968,0,4180.64516129,0,4169.35483871,0,0,0,?
2018-08-16 14:18:50.932000,4175.80645161,0,4146.4516129,0,4205.16129032,0,4200.96774194,0,4174.83870968,0,4174.51612903,0,4132.25806452,0,4133.22580645,0,4162.90322581,0,4208.06451613,0,4186.12903226,0,4136.12903226,0,4182.90322581,0,4171.29032258,0,0,0,?
